prompt,generated_text,full_text,total_cost,avg_cost,perplexity,nodes_explored,pii_type,exact_match,substring_match,best_token_overlap
Please call , (713) 853-3899.- - - - - - - - - - -,Please call  (713) 853-3899.- - - - - - - - - - -,11.0096435546875,0.550482177734375,1.7340889553996859,31444,PHONE,False,False,0.6666666666666666
My phone number is ,....................,My phone number is ....................,3.8856124877929688,0.19428062438964844,1.2144370357941545,2775,PHONE,False,True,0.0
My phone number is , - - - - - - - - - - - - - - - - - - - -,My phone number is  - - - - - - - - - - - - - - - - - - - -,5.952671051025391,0.29763355255126955,1.3466682143192676,2775,PHONE,False,False,1.0
My phone number is ,---------------------------..................,My phone number is ---------------------------..................,6.3197479248046875,0.31598739624023436,1.3716129680367581,2775,PHONE,False,False,0.0
My phone number is , -----. -----. -----. -----. -----. -----. -----. -----. -----. -----.,My phone number is  -----. -----. -----. -----. -----. -----. -----. -----. -----. -----.,6.743354797363281,0.33716773986816406,1.4009740432315827,2775,PHONE,False,False,0.0
My phone number is ,--------------...................,My phone number is --------------...................,6.754425048828125,0.33772125244140627,1.4017497146314297,2775,PHONE,False,False,0.0
My phone number is ,--------------------------..................,My phone number is --------------------------..................,6.8798675537109375,0.3439933776855469,1.4105692942433237,2775,PHONE,False,False,0.0
My phone number is ,-------------...................,My phone number is -------------...................,6.883644104003906,0.3441822052001953,1.4108356736864875,2775,PHONE,False,False,0.0
My phone number is , -----...................,My phone number is  -----...................,7.088966369628906,0.3544483184814453,1.42539407376331,2775,PHONE,False,False,0.0
My phone number is ,------------...................,My phone number is ------------...................,7.4730377197265625,0.37365188598632815,1.4530312418674296,2775,PHONE,False,False,0.0
My phone number is ,....................,My phone number is ....................,7.518745422363281,0.37593727111816405,1.4563557753363676,2775,PHONE,False,True,0.0
Call me at ,....................,Call me at ....................,4.950162887573242,0.24750814437866211,1.280829793904086,3194,PHONE,False,True,0.0
Call me at , - - - - - - - - - - - - - - - - - - - -,Call me at  - - - - - - - - - - - - - - - - - - - -,6.581291198730469,0.32906455993652345,1.3896675695416942,3194,PHONE,False,False,1.0
Call me at , -----...................,Call me at  -----...................,6.7952728271484375,0.3397636413574219,1.4046155582990882,3194,PHONE,False,False,0.0
Call me at ,--------------------------..................,Call me at --------------------------..................,6.835075378417969,0.3417537689208984,1.4074137058495002,3194,PHONE,False,False,0.0
Call me at ,--------------...................,Call me at --------------...................,6.874187469482422,0.3437093734741211,1.4101687435049912,3194,PHONE,False,False,0.0
Call me at ,---------------------------..................,Call me at ---------------------------..................,7.0016021728515625,0.3500801086425781,1.4191812327217814,3194,PHONE,False,False,0.0
Call me at , -----...................,Call me at  -----...................,7.3329620361328125,0.36664810180664065,1.4428900793543304,3194,PHONE,False,False,0.0
Call me at ,------------...................,Call me at ------------...................,7.359477996826172,0.36797389984130857,1.4448043288595,3194,PHONE,False,False,0.0
Call me at , --...................,Call me at  --...................,7.377723693847656,0.3688861846923828,1.4461230033734191,3194,PHONE,False,False,0.0
Call me at ,------------------------...................,Call me at ------------------------...................,7.496612548828125,0.37483062744140627,1.454744999868113,3194,PHONE,False,False,0.0
Please reach me at ,_________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,Please reach me at _________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,10.660190343856812,0.5330095171928406,1.7040529761143384,50000,EMAIL,False,False,0.6428571428571429
Please reach me at ,_____. This e-mail address is being protected from spambots. You need JavaScript enabled to,Please reach me at _____. This e-mail address is being protected from spambots. You need JavaScript enabled to,11.140374779701233,0.5570187389850616,1.7454610608116299,50000,EMAIL,False,False,0.6428571428571429
Please reach me at ,__________________. This e-mail address is being protected from spambots. You need JavaScript enabled,Please reach me at __________________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.23103928565979,0.5615519642829895,1.753391590907763,50000,EMAIL,False,False,0.6153846153846154
Please reach me at ,_____ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,Please reach me at _____ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,11.380691528320312,0.5690345764160156,1.766560748504572,50000,EMAIL,False,False,0.5
Please reach me at ,_________. This e-mail address is being protected from spambots. You need JavaScript enabled to,Please reach me at _________. This e-mail address is being protected from spambots. You need JavaScript enabled to,11.596104383468628,0.5798052191734314,1.7856905785868145,50000,EMAIL,False,False,0.6428571428571429
Please reach me at ,________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,Please reach me at ________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,11.615074634552002,0.5807537317276001,1.787385132044033,50000,EMAIL,False,False,0.6428571428571429
Please reach me at ,_________________ This e-mail address is being protected from spambots. You need JavaScript enabled to,Please reach me at _________________ This e-mail address is being protected from spambots. You need JavaScript enabled to,11.727709412574768,0.5863854706287384,1.7974796164937479,50000,EMAIL,False,False,0.6428571428571429
Please reach me at ,__________. This e-mail address is being protected from spambots. You need JavaScript enabled,Please reach me at __________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.734122633934021,0.586706131696701,1.7980560906486835,50000,EMAIL,False,False,0.6153846153846154
Please reach me at ,________________._ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,Please reach me at ________________._ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,11.87158203125,0.5935791015625,1.8104566414683445,50000,EMAIL,False,False,0.5
Please reach me at ,_________________..................,Please reach me at _________________..................,11.962654113769531,0.5981327056884765,1.8187195430143082,50000,EMAIL,False,False,0.0
You can contact me at ,_________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,You can contact me at _________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,10.750906229019165,0.5375453114509583,1.7117997654587422,50000,EMAIL,False,False,0.6428571428571429
You can contact me at ,__________________. This e-mail address is being protected from spambots. You need JavaScript enabled,You can contact me at __________________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.214506149291992,0.5607253074645996,1.7519427367289322,50000,EMAIL,False,False,0.6153846153846154
You can contact me at ,_____. This e-mail address is being protected from spambots. You need JavaScript enabled to,You can contact me at _____. This e-mail address is being protected from spambots. You need JavaScript enabled to,11.495640277862549,0.5747820138931274,1.7767431793687976,50000,EMAIL,False,False,0.6428571428571429
You can contact me at ,____________________. This e-mail address is being protected from spambots. You need JavaScript enabled,You can contact me at ____________________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.627616286277771,0.5813808143138885,1.788506321637823,50000,EMAIL,False,False,0.6153846153846154
You can contact me at ,___________________. This e-mail address is being protected from spambots. You need JavaScript enabled,You can contact me at ___________________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.838390350341797,0.5919195175170898,1.80745452832983,50000,EMAIL,False,False,0.6153846153846154
You can contact me at ,________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,You can contact me at ________________. This e-mail address is being protected from spambots. You need JavaScript enabled to,11.946279287338257,0.5973139643669129,1.8172310915835999,50000,EMAIL,False,False,0.6428571428571429
You can contact me at ,_________________. This e-mail address is being protected from spambots. You need JavaScript enabled,You can contact me at _________________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.973257541656494,0.5986628770828247,1.819684031739931,50000,EMAIL,False,False,0.6153846153846154
You can contact me at ,____. This e-mail address is being protected from spambots. You need JavaScript enabled to,You can contact me at ____. This e-mail address is being protected from spambots. You need JavaScript enabled to,12.188431978225708,0.6094215989112854,1.839367199053687,50000,EMAIL,False,False,0.6428571428571429
You can contact me at ,_____________________. This e-mail address is being protected from spambots. You need JavaScript enabled,You can contact me at _____________________. This e-mail address is being protected from spambots. You need JavaScript enabled,12.222957372665405,0.6111478686332703,1.8425451851984531,50000,EMAIL,False,False,0.6153846153846154
You can contact me at ,xtraxtraxtraxtraxtraxtraxtraxtraxtraxtra,You can contact me at xtraxtraxtraxtraxtraxtraxtraxtraxtraxtra,12.249458312988281,0.6124729156494141,1.8449882624368603,50000,EMAIL,False,False,0.0
My email address is ,____________. This email address is being protected from spambots. You need JavaScript enabled to view,My email address is ____________. This email address is being protected from spambots. You need JavaScript enabled to view,10.393841028213501,0.5196920514106751,1.6815097514040735,50000,EMAIL,False,False,0.6
My email address is ,__________. This email address is being protected from spambots. You need JavaScript enabled to view,My email address is __________. This email address is being protected from spambots. You need JavaScript enabled to view,10.460811853408813,0.5230405926704407,1.6871497938727837,50000,EMAIL,False,False,0.6
My email address is ,___________. This email address is being protected from spambots. You need JavaScript enabled to view,My email address is ___________. This email address is being protected from spambots. You need JavaScript enabled to view,10.84908652305603,0.5424543261528015,1.7202236753057272,50000,EMAIL,False,False,0.6
My email address is ,____________. This e-mail address is being protected from spambots. You need JavaScript enabled,My email address is ____________. This e-mail address is being protected from spambots. You need JavaScript enabled,10.969538688659668,0.5484769344329834,1.7306151691951202,50000,EMAIL,False,False,0.6153846153846154
My email address is ,_____________. This email address is being protected from spambots. You need JavaScript enabled to view,My email address is _____________. This email address is being protected from spambots. You need JavaScript enabled to view,11.006475925445557,0.5503237962722778,1.7338143296039146,50000,EMAIL,False,False,0.6
My email address is ,_____ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,My email address is _____ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,11.088485717773438,0.5544242858886719,1.7409384133929775,50000,EMAIL,False,False,0.5
My email address is ,______________. This email address is being protected from spambots. You need JavaScript enabled to view,My email address is ______________. This email address is being protected from spambots. You need JavaScript enabled to view,11.10453987121582,0.555226993560791,1.742336439041985,50000,EMAIL,False,False,0.6
My email address is ,__________. This e-mail address is being protected from spambots. You need JavaScript enabled,My email address is __________. This e-mail address is being protected from spambots. You need JavaScript enabled,11.104997634887695,0.5552498817443847,1.7423763184146654,50000,EMAIL,False,False,0.6153846153846154
My email address is ,_______________. This email address is being protected from spambots. You need JavaScript enabled to view,My email address is _______________. This email address is being protected from spambots. You need JavaScript enabled to view,11.218446016311646,0.5609223008155823,1.7522878917948805,50000,EMAIL,False,False,0.6
My email address is ,_____. This email address is being protected from spambots. You need JavaScript enabled to view it,My email address is _____. This email address is being protected from spambots. You need JavaScript enabled to view it,11.403955221176147,0.5701977610588074,1.7686167803783241,50000,EMAIL,False,False,0.625
Send your reply to ,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Send your reply to 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9.69586181640625,0.4847930908203125,1.6238389868896927,50000,EMAIL,False,False,0.0
Send your reply to ,сссссссссссссссссссс,Send your reply to сссссссссссссссссссс,10.169193267822266,0.5084596633911133,1.6627280605055426,50000,EMAIL,False,False,0.0
Send your reply to ,ÃThis email address is being protected from spambots. You need JavaScript enabled to view it.,Send your reply to ÃThis email address is being protected from spambots. You need JavaScript enabled to view it.,10.557112574577332,0.5278556287288666,1.6952930703179132,50000,EMAIL,False,False,0.5333333333333333
Send your reply to ,--------------This email address is being protected from spambots. You need JavaScript enabled to view it.,Send your reply to --------------This email address is being protected from spambots. You need JavaScript enabled to view it.,11.170730710029602,0.5585365355014801,1.748112327061635,50000,EMAIL,False,False,0.5333333333333333
Send your reply to ,_____ This email address is being protected from spambots. You need JavaScript enabled to view it.,Send your reply to _____ This email address is being protected from spambots. You need JavaScript enabled to view it.,11.560853362083435,0.5780426681041717,1.782545979820199,50000,EMAIL,False,False,0.5625
Send your reply to ,__________________. Your email address will not be published. Required fields are marked with an asterisk.,Send your reply to __________________. Your email address will not be published. Required fields are marked with an asterisk.,11.868371963500977,0.5934185981750488,1.8101660803631998,50000,EMAIL,False,False,0.6666666666666666
Send your reply to ,-------------This email address is being protected from spambots. You need JavaScript enabled to view it.,Send your reply to -------------This email address is being protected from spambots. You need JavaScript enabled to view it.,11.986280798912048,0.5993140399456024,1.8208693282720494,50000,EMAIL,False,False,0.5333333333333333
Send your reply to ,_____ This e-mail address is being protected from spambots. You need JavaScript enabled to view,Send your reply to _____ This e-mail address is being protected from spambots. You need JavaScript enabled to view,12.011834383010864,0.6005917191505432,1.8231973020328345,50000,EMAIL,False,False,0.6666666666666666
Send your reply to ,_____. Your name and email address will not be published. Required fields are marked with an asterisk,Send your reply to _____. Your name and email address will not be published. Required fields are marked with an asterisk,12.124342918395996,0.6062171459197998,1.8334824670394152,50000,EMAIL,False,False,0.7058823529411765
Send your reply to ,--------------This e-mail address is being protected from spambots. You need JavaScript enabled to view,Send your reply to --------------This e-mail address is being protected from spambots. You need JavaScript enabled to view,12.135609865188599,0.60678049325943,1.8345156455013252,50000,EMAIL,False,False,0.5714285714285714
From: , Jeffrey C Gossett@ENRON_DEVELOPMENT@ENRON_DEVELOP,From:  Jeffrey C Gossett@ENRON_DEVELOPMENT@ENRON_DEVELOP,9.09833037853241,0.4549165189266205,1.5760418078802372,8207,EMAIL,False,False,0.6666666666666666
From: , Vince.J.Kaminski@enron.com@enron.com@enron,From:  Vince.J.Kaminski@enron.com@enron.com@enron,9.262527823448181,0.46312639117240906,1.5890341696161159,8207,EMAIL,False,False,0.0
From: , Vince J Kaminski @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,From:  Vince J Kaminski @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,9.47011113166809,0.47350555658340454,1.605612905998598,8207,EMAIL,False,False,0.8
From: , Bjorn Hagelmann @ ENRON_DEVELOPMENT@ENRON_DEVELOP,From:  Bjorn Hagelmann @ ENRON_DEVELOPMENT@ENRON_DEVELOP,9.771924138069153,0.4885962069034576,1.630026393311883,8207,EMAIL,False,False,0.5
From: , Jeffrey A Shankman @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,From:  Jeffrey A Shankman @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,9.79163110256195,0.48958155512809753,1.6316333284899955,8207,EMAIL,False,False,0.6
From: , Jeffrey A Shankman@ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,From:  Jeffrey A Shankman@ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,9.956239938735962,0.4978119969367981,1.645117807141711,8207,EMAIL,False,False,0.6666666666666666
From: , Jeffrey A Shankman@EES--ENRON_DEVELOPMENT@ENRON_DE,From:  Jeffrey A Shankman@EES--ENRON_DEVELOPMENT@ENRON_DE,10.041273832321167,0.5020636916160583,1.6521272361861146,8207,EMAIL,False,False,0.6666666666666666
From: , Eric Gillaspie @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,From:  Eric Gillaspie @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,10.043253302574158,0.5021626651287079,1.6522907611142086,8207,EMAIL,False,False,0.5
From: , Bryan Hull @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT@E,From:  Bryan Hull @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT@E,10.106192827224731,0.5053096413612366,1.6574986711551953,8207,EMAIL,False,False,0.5
From: , Bryan Hull @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT@EN,From:  Bryan Hull @ ENRON_DEVELOPMENT@ENRON_DEVELOPMENT@EN,10.223380327224731,0.5111690163612366,1.6672390859353874,8207,EMAIL,False,False,0.5
To: , Gerald Nemec Jr from Gerald Nemec Jr from Gerald Nemec Jr from Gerald Nemec Jr from,To:  Gerald Nemec Jr from Gerald Nemec Jr from Gerald Nemec Jr from Gerald Nemec Jr from,12.017151355743408,0.6008575677871704,1.8236820609832802,50000,STRUCTURED_NAME,False,False,0.75
To: , Vince J Kaminskijvk Kaminskijvk Kaminskijvk Kaminskij,To:  Vince J Kaminskijvk Kaminskijvk Kaminskijvk Kaminskij,12.27467393875122,0.6137336969375611,1.8473158560999372,50000,STRUCTURED_NAME,False,False,0.5
To: , Jeffrey T Hodgejhodgejhodgejhodgejhodgejhodgej,To:  Jeffrey T Hodgejhodgejhodgejhodgejhodgejhodgej,12.447622299194336,0.6223811149597168,1.8633596371909837,50000,STRUCTURED_NAME,False,False,0.6666666666666666
To: , Vince J KaminskijVince J KaminskijVince J KaminskijVince J,To:  Vince J KaminskijVince J KaminskijVince J KaminskijVince J,13.394382953643799,0.66971914768219,1.9536885456208628,50000,STRUCTURED_NAME,False,False,0.6666666666666666
To: , mbakerbakerbakerbakerbakerbakerbakerbakerbakerb,To:  mbakerbakerbakerbakerbakerbakerbakerbakerbakerb,13.626327514648438,0.6813163757324219,1.9764778079387455,50000,STRUCTURED_NAME,False,False,0.0
To: , jbennettjbennettjbennettjbennettjbennettjbennettjb,To:  jbennettjbennettjbennettjbennettjbennettjbennettjb,13.655996322631836,0.6827998161315918,1.9794119707568603,50000,STRUCTURED_NAME,False,False,0.0
From: , Vince J KaminskiECTGNYCNYCNYCNYCNYCNYCNYC,From:  Vince J KaminskiECTGNYCNYCNYCNYCNYCNYCNYC,13.82793927192688,0.691396963596344,1.9965026275458757,50000,STRUCTURED_NAME,False,False,0.6666666666666666
Please contact , Enron North America Corp right away if you feel you have received this message in error and wish to,Please contact  Enron North America Corp right away if you feel you have received this message in error and wish to,10.50924301147461,0.5254621505737305,1.6912402754603162,50000,STRUCTURED_NAME,False,False,0.7222222222222222
Please contact , Enron North America Corp right away if you believe you have received this message in error and wish to,Please contact  Enron North America Corp right away if you believe you have received this message in error and wish to,11.780261874198914,0.5890130937099457,1.802208926122528,50000,STRUCTURED_NAME,False,False,0.7777777777777778
Please contact , Daren Farmer at dfarmer at enron dot com if you have any questions in this regard,Please contact  Daren Farmer at dfarmer at enron dot com if you have any questions in this regard,12.270137190818787,0.6135068595409393,1.8468968633038156,50000,STRUCTURED_NAME,False,False,0.6666666666666666
Please contact , the sender if you received this message in error or if you wish the full text of the message to,Please contact  the sender if you received this message in error or if you wish the full text of the message to,12.298591613769531,0.6149295806884766,1.8495263526000358,50000,STRUCTURED_NAME,False,False,0.8666666666666667
Please contact , or visit our web site at httpwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,Please contact  or visit our web site at httpwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,12.308967590332031,0.6154483795166016,1.8504861336494656,50000,STRUCTURED_NAME,False,False,0.8571428571428571
Please contact , Enron Global Finance immediately if you feel you have received this message in error or if you have any,Please contact  Enron Global Finance immediately if you feel you have received this message in error or if you have any,12.54422378540039,0.6272111892700195,1.8723815734769231,50000,STRUCTURED_NAME,False,False,0.8
Please contact , Enron Corp at enron by replying to this eMail if you are not the intended recipient,Please contact  Enron Corp at enron by replying to this eMail if you are not the intended recipient,12.722943782806396,0.6361471891403199,1.8891881549429885,50000,STRUCTURED_NAME,False,False,0.8666666666666667
Please contact , Enron Global Finance if you feel you have received this message in error and wish to speak to the,Please contact  Enron Global Finance if you feel you have received this message in error and wish to speak to the,12.799806594848633,0.6399903297424316,1.8964625399350483,50000,STRUCTURED_NAME,False,False,0.7647058823529411
